,App Name,Review,"Revew Length
 in Characters",Mongo ID
13,KATRETTER,"Grundlegend eine sehr gute und super Idee. Leider kann ich mich nicht als Ersthelfer registrieren, da die Region nicht verfügbar ist. Es müssten mehr Regionen sein. Denke dadurch kann man wirklich leben retten / Schnelle Hilfe leisten.  Für die Idee würde es ansonsten von mir 5 Sterne geben aber die Umsetzung muss noch verbessert werden.",339,647f76bd680d74183cf1f22b
14,KATRETTER,Leider für das Ruhrgebiet nicht geeignet,40,647f76bd680d74183cf1f232
15,KATRETTER,"Dir App kann Leben retten und gehört daher eigentlich bei jedem aufs Handy, der sich zutraut im Notfall zu unterstützen.",120,647f76bd680d74183cf1f224
16,KATRETTER,"Finde diese App wirklich eine sehr sehr gute idee .Ich persönlich wohne in der Nähe von Hannover und kann mich somit (laut meines Standes) nicht als Ersthelfer angeben, weil ich keine zuständige Leitstelle in der Nähe habe. Oder habe ich da etwas falsch verstanden.
Bitte um eure Hilfe",285,647f76bd680d74183cf1f228
17,KATRETTER,Die Registrierung war problemlos und einfach. Mehr kann man dazu noch nicht sagen,81,647f76bd680d74183cf1f226
18,KATRETTER,Ich bin Notfallsanitäter und warum nicht helfen wenn ich zufällig in der Nähe bin.,82,647f76bd680d74183cf1f227
19,KATRETTER,"Ich finde die App klasse und sinnvoll!!! Registrierung funktioniert in Berlin sehr gut.
Der Alarm könnte vielleicht ein lauterer Ton sein (schriller). Nach meiner Registrierung ließ der erste Alarm nicht lange auf sich warten, nach ca 1 Woche hatte ich den ersten. Innerhalb von ca. 1,5 Monaten sind es 5 Alarme gewesen, ich wohne im Märkischen Viertel deswegen kommt es hier öfter vor. Ich bin immer zusammen mit dem Rettungswagen eingetroffen und musste deswegen nicht helfen ( habe immer nur gefragt und wurde mit einem freundlichen, nein und vielen Dank für die Hilfe nach Hause geschickt). 
Einmal wussten die Retter nicht das Stockwerk, das konnte ich in der App schnell den Rettungskräften sagen und die fanden die Info dann wirklich gut, klar bei 18 Stockwerken.
Ich finde auf dem Bildschirm steht schon irgendwie viel nach Alarm Annahme. Ich finde außerdem das ein Button Probealarm, der das ganze Prozedere einmal demonstriert, Klasse wäre! Ansonsten ist alles gut, eine wirklich gute Idee bitte weitet die Regionen aus!!! Weiter so!!!",1045,647f76bd680d74183cf1f218
20,KATRETTER,"Gute Idee. Für alle die Ihre Region vermissen, das liegt nicht an der App, sondern an der jeweiligen Verwaltung (bei uns Kreisverwaltung) die das System erst einführen müssen. Also wenn eure Region nicht verfügbar ist, dann ab auf die Verwaltung und die davon überzeugen.",271,647f76bd680d74183cf1f21d
21,KATRETTER,seit der Umstellung auf Apple iPhone SE funktioniert das nicht mehr als Ersthelfer - es wird angezeigt gerātesperre und Code aktiv ?!,133,647f76bd680d74183cf1f229
22,KATRETTER,"Ich habe nun schon einen Alarm erhalten, es rettet LEBEN und jeder der sich Erste Hilfe zutraut sollte diese App haben. Alle Infos auf einen Blick, sehr gut finde ich das sie auch Alarm macht wenn man den Flugmodus eingestellt hat. 
Macht weiter so und ich hoffe das dadurch mehr Menschen gerettet werden können. 
Also Helft wo ihr könnt, es könnten eure Familien Mitglieder sein die auch durch diese Helfenden Menschen gerettet werden können.",443,647f76bd680d74183cf1f220
23,KATRETTER,"Kann ich keine zu unterstützende Organisation auswählen und mich als Ersthelfer registrieren. Schade
(Berliner Feuerwehr)",121,647f76bd680d74183cf1f230
24,KATRETTER,"Die App ist gut und hat mich bis jetzt zweimal alarmiert und getan, was in diesem Moment wichtig ist. Was ich mir noch wünschen würde: Eine Art Einsatzhistorie oder zumindest die Möglichkeit, sich danach nochmal anzuschauen, wie die Alarmierung aussah. Außerdem würde ich gerne die Möglichkeit haben, die kurze Umfrage im Anschluss an einen Einsatz auch später ausfüllen zu können (vielleicht geht das schon jetzt, dann habe ich das übersehen.)",444,647f76bd680d74183cf1f21e
25,KATRETTER,"Die App ist klasse und die Idee dahinter wirklich richtig großartig. Registrierung lief problemlos und ich habe sehr oft Alarme.
ABER: der Alarmton bringt mich um. Ich habe hauptsächlich nachts Alarme und stehe dann im Bett, außerdem bereits 2x auf Arbeit, davon 1x im mitarbeitergespräch. Wäre einfach super, wenn man die Möglichkeit hätte, auf stumm zu schalten. Mir ist durchaus bewusst, dass die Hilfe dringend ist, aber es gibt einfach Situationen, da kann ich eben nicht und nachts renne ich nicht im Nachthemd durch mein Viertel.
Da es jetzt das 2. mal in der Nacht war, dass es auch mein Kind im nachbarzimmer geweckt hat, muss ich die App leider schweren Herzens deaktivieren. Ich schaue aber regelmäßig rein, ob es eine Veränderung/Anpassung beim alarmton geben wird und dann mache ich wieder mit.",807,647f76bd680d74183cf1f222
26,KATRETTER,Ich konnte mich nicht registrieren. Die App scheint viele Bugs zu haben und ist somit nicht zielführend.,104,647f76bd680d74183cf1f22d
