,App Name,Review,"Revew Length
 in Characters",Mongo ID
16,Hurricane: American Red Cross,"This app is an excellent one-stop resource for somebody going through their first hurricane or if they haven't gone through one for several years and need a quick reference or starting place. It has information for before, during, after, and ""Plan Ahead"" of a hurricane. Spot on advice about knowing the diff. between watches and warnings, don't waste time taping windows, and even lists for suggested supplies.

If used with Storm Radar and the Weather Channel's app you'll be a lot safer and more knowledgeable about hurricane preparedness and safety as well as getting important information at the literal tip of your finger. 

One thing I'd really like to see is addition of information for actually boarding up when preparing. 
- The most informative resource I found for boarding up once the news suggested we should was found after a long time searching online, no thanks to bad information out there. A lot of time which is essential before a hurricane was wasted searching and searching. What I did fine was poorly linked to on NOAA's site and even then seemed to go down or be deleted when I went back to reference it. Please add information on boarding as part of your information. Please?? Nothing super detailed. Just the suggested plywood thickness, what kind of sheet metals would do well as a substitute, how to attach it to your home, what kind of screws for what kind of surface, etc.

Actually in general please elaborate or expand on information that may not be expected to be a given to people who have already been through hurricanes. I remember my first time being in the crosshairs of a hurricane and finding detailed and explained information was hard there's so much out there and a lot of it bad. Everybody has short/simplified lists, but no details! Sometimes more than one sentence is needed to explain things. 

Other than being able to hide shelters locations on the map temporarily to better see the radar or map and adding more explanations or even videos to show a how-to (would be handy for boarding) I used this app as one of my hurricane go-to apps!! This for information and some alerts. I also used Storm Radar for the radar, alerts, detailed official warnings, and map that could show all kinds of warnings, alerts, and various details on the radar map. The official Weather Channel app for live tv feeds for in-person updates and meteorologist's opinions on what to expect.

Between this app, Storm Radar, and the live feed from the official Weather Channel app hurricane Irma didn't catch my unprepared and didn't give me any nasty surprises! I was certainly safer and I truly appreciate apps like this exist!! THANK YOU from a Floridian who used this app as part of their emergency kit!!",2730,64812def7a3b99eab4861897
17,Citizen: Local Safety Alerts,"This app could be huge. It could be a bedrock upon which to build very strong hyperlocal communities. Hyperlocal social networks if you will. 

Apps like nextdoor attempt this but they offer to do so much that it becomes lost in ads and spam so I Disconnected from that network. 

Citizen is potentially great because everyone cares deeply about crime in their immediate neighborhood. Sure, some people care a lot about all the crime happening in their entire city and want to know if 5 miles away there was an armed burglary - but this is dilutive. A lot of people just won’t care about such a geographical spread. So again, I emphasize this point: EVERYONE cares deeply about crime in THEIR IMMEDIATE neighborhood. And by immediate neighborhood I mean from a few blocks radius up to a quarter mile radius at most in a typical city. 

And therein lies Citizen’s greatest weakness and missed opportunity: it is poorly optimized for this hyper locality. Instead, it’s default setting is of a crime review of One’s entire city. The notifications pop up for locations distant and less important, like a shooting 10 miles away. Meanwhile, I miss notifications on the fire that happened two blocks away that is more meaningful to me. Even a package deliver stolen off of someone’s porch three houses away would be 100x more valuable info to me than a murder 10 miles away. 

Once you get hyperlocality going, more neighbors would participate. With more participate, more dialogue, more helpful submissions. I care less to help my fellow New Yorker 10 miles away than my neighbors around me with relevant information. It’s not that I don’t care at all, just much less. If hyperlocality could be achieved, a true vibrant social network and platform could be created, one that I would fully engage and participate in. 

But alas this app is not that. While you can zoom in and see what’s going on near you manually, the app itself from landing screen to notifications etc are all optimized for entire city experience. Its not personal or intimate at all but just another big anatomous social network platform aspirant. 

They have got one half the equation right: people care deeply about the crime around them. But they got the definition of “around them” all wrong. 

So long as they stay macro-local, this app offers minimal value and I will be deleting it. 

Hopefully one day a developer gets it right and creates a true hyper local crime app optimized from the start to connect only those you say hello to in the mornings and evenings.",2533,6481297c7a3b99eab485f739
18,Storm Shield ,This app has become the app I use only for notifications now I no longer use it for the radar or anything else and lately I haven’t been getting notifications and very soon this app is going to be removed from my phone because one their are features that cost money for a monthly subscription fee and I am not going to pay for a monthly subscription for an app I bought 4 years ago when I can get other weather apps that have the same features for no additional cost that come with the app and they are free apps I get it those are just added on features but it’s not fair to charge for the additional added features that you developers included in this app when other weather app developers aren’t even charging for those features and here I spent $5.00 on this app 4 years ago I just don’t think it’s right or fair for you developers to be charging monthly subscriptions for features like future cast or both or even lightning tracker when I can name 4 apps that don’t even charge for those features and soon this app is going to be removed from my iPhone XR because the notification feature doesn’t even work anymore so there is no reason this app should be taking up storage on my iPhone XR when it has additional added on features that I will have to pay a monthly subscription for and this was a good app while it lasted but now unfortunately all good things have to come to a end but you can easily get me back I did enjoy the radar map lay out its just being charged a monthly subscription fee for getting additional features like future cast or both future cast and the current weather conditions and this also includes the additional cost of lighting tracker if you stop charging for those features you can easily get me back again I just would prefer to use apps that have those features I mentioned at no additional cost and are free to use and not a weather app that charges a monthly subscription for those features I’m not mad and I’m not complaining I’m just very disappointed 😔 that a good app that I use to enjoy charges for those features but again you can get me back just don’t charge for features that other weather app developers aren’t even charging for but do what you want with your app it’s your app but my review has gone down from a 5 star rating to a 1 star rating I will update my review in the near future once those features that other weather apps have are included in your app for no additional cost I just don’t think it’s fair that you developers are doing this to your loyal customers.,2523,648138137a3b99eab4869e33
19,AccuWeather: Weather Alerts & Live Storm Radar,"User friendly, freezes up occasionally on my Android newer LG cell phone through Boost Mobile. Before updating with all eye candy buttons, It  gave precise locations, & easy access to information using the touch screen with other apps but this time with the newer Accu Weather version it doesn't. Even when entering a FL local where some of my relatives live wouldn't even show a wide map shot of any Hurricane information on my map. Now, I've been trying to track cloud formations from Irma where I live in IL. & not showing anything. I'm still not getting rain cloud formation, though the other weather news shows & channels are showing it where it's heading. it's there on other Radars but not Accu Weather Map on my LG Ph. It  won't show the clouds moving up towards the southern part of IL. There's times when accessing the map part on the Android App, the Doplar Radar doesn't show nothing. In times of peperation the radar shows nothing. No rain clouds from Irma on the Southern part of IL. I feel this App doesn't generate the information quickly enough & the important information until it's on top of us which is very scary due to the lag of information that's to be generated for preparedness.  This definitely needs to be worked on for quicker intel & displays on mapping updates. Leaving people in the dark basically states to me the uncaring of life for those who are disabled, such as myself. With a Severe Spinal Disease I can say this App is in very short disappointing compared to when everything worked. New doesn't mean it's necessarily good. In Accu Weathers Android App, it's terrible to get quick dependable information, especially on the Map part. There's many words that I can say but they wouldn't be appropriate. Fix the quick intel & widen the map intel for people so prepardness can be early enough before people die because of lack of a widening map display of cloud formations. Heck, checking on friends & family after putting in their local didn't even show the rain clouds in the dopplar but when clicking on ckoud formation from the satellite view shown the huge Irma Hurricane hitting FL.? Please,  fix this because people need quick intel & Rain formation in the dopplar. I can say I don't believe the time frames this app is showing, nor the rain dopplar doesn't work. I get a T-Storms or Tornado warnings but when checking Rain Dopplar, nothing shows. Even when using my Wifi or when widening Ariel view of the whole state it will not show any rain clouds.",2494,64809e2eb0217b8b85c1078e
20,Citizen: Local Safety Alerts,"I have an issue with the support team. They do not give you a chance to state your case by submitting a request to them. They ignore the request and keep you in limbo. Since they have control, they will automatically blacklist you and treat you adversely. The citizen support team is likely to be made up of a couple of computer geeks or grass-root liberals from the city who deal with issues occurring with there app. I believe they sit behind a computer and if you piss a support team member off, they hold there ears shut and capitalize on controlling your status. I had a screen name ”Creampie” for a long time. I have been in chats on there and was never called out or warned for improper use or violating terms. 
I posted my view a couple of weeks ago and they permanently changed my name to punish me because someone was sensitive to my screen name “Creampie” I was afforded once to change it and I never got a reason why it needed to be changed since creampie is not derogatory. It’s not a curse. It is something you eat. Just like banana creampie. By trade my business is making creampie and I sell it daily. So I am assuming a snowflake that works for citizenapp has sensitive ears or doesn’t like creampie. It’s ok. But my suggestion is to try it because you will will feel it’s a delicious delicacy. 
    So my issue is that they reverted my screen name to some generic user1557857457 and I would like the opportunity to change it to something that is not going to hurt someone’s feelings. I apologize to the support member for them being hurt by the word “creampie”. I do have to say that they should be monitoring vigilantly the chats because I see worst stuff written such as racially charged words and people cursing as well as deviant ideas. I feel that the app is geared for the low class typical, have my handout, millennial liberal thug from the projects, to sensationalize and get there 15 minutes of fame. 
   In conclusion, i have submitted a request on the above names and asking for you to lift the restriction. I will change it to a name that will not be adversarial in your eyes. But as advice to the support team, I suggest that you shouldn’t throw stones at glass houses and host the people writing in the chat rooms possibly violent utterances or curses or ghetto gang language. I do not recommend this app to chat with the people on there. You maybe hurting someones feelings.",2407,6481297c7a3b99eab485f8d9
21,Storm Shield ,"I’ve had the app for well over 5 years so I think I have been using this app long enough to make a detailed review.

First, I think this is one of the better apps out there compared to the competitors, especially in the last couple years due to the fact that it has remained mostly the same with maybe some minor updates here and there.

The biggest thing that I don’t like about the app is the fact that the radar only updates in 15 minute intervals. Most other competitors have the radar updating every 5 minutes. This poses an issue because storms in my area move incredibly fast so updates every 15 minutes simply isn’t enough to make accurate predictions of where the storm is headed. It also makes the radar look more “choppy” compared to the competitors. I understand that weather data is incredibly expensive but there must be a workaround in order to get more recent updates.

There are a couple other issues with the radar that I have noticed throughout the years. One of the issues is that sometimes it takes multiple seconds for the radar to animate when you press the play button on the radar screen. This is just a mild inconvenience and isn’t too much of an issue. It also typically occurs when you either zoom in or out on the map. Sometimes it is better to reload the app in order to get it to respond faster. 

I also have a couple suggestions for improvement of the app for future developments:

1) There should be an option to load the full screen radar view when launching the app instead of the app launching with the “current location” box at the bottom of the screen 

2) I would personally like it if there were some more colors on the details screen when looking at your daily outlook and other information. Something to catch your eye more like some of the other apps

3) It would be nice if there was an IOS widget that you could put on your phone that would show a picture of what the current radar looks like.

4) Lastly, it would be nice if there were more details shown in the daily weather outlook as it seems very lackluster right now. It should be more detailed with current forecast for the day as well as the forecast for the night as well, similar to most other apps.

Other than those few minor issues, I still think this app is very good, but it definitely could be better than what it is. The potential is there.",2353,648138137a3b99eab4869860
22,Citizen: Local Safety Alerts,"I live in a very high fire danger area in California
No other method of Early Warning comes close to Citizen
Time is everything in a fire that can move many football fields per minute. We don’t have time for an official to be woken in the middle of the night and to decide when to send out a warning, 
This APP puts early warnings in your and my hands.

If I see a fire in the hills I can video it, while at the same time Citizen verifies  it before they Post it and send Texts it to all my neighbors and family in the area who have the APP.

I have my immediate family and a few neighbors in my friends list that have approved me to see their locations, if I am away or at work in a nearby city and there is a fire I can pull out the APP and see where they are on the map. I can see at a glance If they have evacuated or not, where they went, or if I need to call them or bang on their doors,  to get out of harms way if they somehow missed the texts.

We are signed up to receive all the County and City Fire emergency service warnings.  But none of them have sent out a alert for nearby fires yet in my area. Only Citizen and the subscribers have consistently been on top of early warnings. We have had about 5 in the last 2 years that I had to watch and only Citizen warned me there was a fire 900 feet from my house etc.

My home burnt in the 1991 Oakland Fire storm and we had 10 minutes to get out. We had no idea the fire was on top of us. We who survived the firestorms are acutely aware of what this APP is capable of to save our lives. My neighborhood has a very high density of users. Both Young and old.

Citizen keep adding features. Recently they gave us the ability to turn on or off the type of messages we see. There are currently three cartagories. Covid, Helicopter, and then all the rest.
I have helicopters enabled as that is another indicator of a fire in our hills.

I love this APP as it gives me peace of mind that a neigbor will send Citizen an alert of fire danger. And I will be warned in minutes.a photo is worth a thousand words, a video is worth a million. I can see the size of the fire and where it is and act accordingly.

I also watch crime trends in my area. So that I can minimize my exposure. I like to be proactive. And the crime activity informs me where I need to beef up my security.
Yes I love this APP",2346,6481297c7a3b99eab485f56c
23,Noonlight: Feel Protected 24/7,"Last night I had a situation where my phone had fallen off my nightstand and it must’ve been on silent... when all of a sudden there was banging outside of my house at the front door at 1:30 in the morning! I opened the front door where my dogs were barking crazily and to my surprise seven cops and four cop cars were outside my house with the lights on! As I rubbed my eyes and ask the officers if there was a problem, the officer said yes we’re looking for (and they stated my name) she called for assistance... I told them there must be some mistake, I am her and I didn’t call 911… They kindly asked me for ID which they show them and they asked me to check my phone… I saw the distress signal from safe track and I remembered my phone falling off the night table and as I picked it up I must’ve hit the button by accident which is on my home screen just in case I was ever in a situation, and as I put it up back to the top of my night table I must’ve pressed the button and since my phone was on silent, I never heard them text or called me but it was definitely reassuring to know that they had dispatched the help that I had needed God for bid anything was in a serious matter! Safe track is a wonderful application to have it is a must have for all women and children in all areas to feel safe! I would highly HIGHLY Recommend every father brother grandfather or uncle boyfriend to insist that their sister daughter mother girlfriend goddaughter download and pay the small fee every month to have this application on their phone just for that peace of mind to know that their loved one will always always ALWAYS Be safe with their handheld guardian angel and know that they will be safe with the seven minute that will bust down their door or be at their location with in minutes to save their lives if God for bid anything were to be there to harm them! Those men that were at my door last night to save my life if anything should happen to me I felt safe, thank you safe track or noon light or whoever you are thank you for being there for me last night and every day of my life! You guys are the true heroes sending out people every night… Or should I say sending out those angels every night to save those people thank you for everything you do! We thank you everyone of us!",2288,648136937a3b99eab486766d
24,Hurricane Tracker,"Being in Southern Florida, tropical storms are a concern June to November, and even outside of these occasionally... I've tried several weather apps, both paid and free, and many have their own features, but Hurricane Tracker has everything, all the info from NOAA and the National Hurricane Center, plus some screens I don't know where they came from... Because of this app, no more waiting for 3, 6 & 12 hour reports on local news, when a storm is active these folks have us all tapped in to whatever the NHC has at the moment, all in one place. They got all the latest satellite images, radar and loops, projected paths from the same computers that run the different models, all the text releases. It's certainly possible to get these on your own (which I used to do), but everything's here!... In times past it was a problem with the bandwidth, but since service has got better it makes even more sense. So if you find yourself frustrated waiting on the local news to get the latest about an approaching storm, I recommend Hurricane Tracker. You can even get access from their website too, if you want to see larger versions of satellite and radar. I went through Andrew, plus every other storm down here since Camille, and after searching, this is the best app I could find for this purpose.
Update 9/08/2021 - I wanted to include a note about the available upgrade, for more “In Depth” information, this is a product that can give a better understanding of wind speeds that are possible on a map, something the hurricane center does not do, and also has a few maps that are unique to Hurricane Tracker. I’ve been using the upgrade now over a couple of seasons, and what they give is about as close to forecasting as can be with claiming to be clairvoyant! The Hurricane center shows you a dot where the center of the storm is forecast to traverse, but there is actually more information, such as certain wind fields that may cross over the same areas (tropical storm, hurricane, hurricane 2, etc.) and Hurricane Tracker loads this into one map, and that is only one of the additional products offered in the package. Trust me, worth the extra cost, and I STILL have not seen a better app for tracking tropical cyclones than Hurricane Tracker, paid or not!",2261,64812d927a3b99eab486181b
25,Noonlight: Feel Protected 24/7,"I downloaded this app to try just because it was a good idea to have. Little did I know I would actually find out how it works and realize just how important it is for EVERY individual. I’d had it on my phone for about a couple of weeks I think when one afternoon I was going into the kitchen, phone and a small stylus in my pants front pocket because my hands were full at the time. I’d emptied my hands/arms of the stuff in the kitchen and had walked into the living room when I felt my phone vibrating in my pocket. It took a minute to get the phone out and then put my reading glasses on but I could see the screen glowing red and wondered what it was doing. Luckily just as I was able to get my glasses on, that’s when I started receiving text messages and as I read the first I saw that the Noonlight app had been activated and it was their agent texting me to see if I needed help and reminding me to enter my PIN number to cancel the alert if it had not been needed. I quickly texted my PIN but already my phone was ringing with an agent so I informed her that it had accidentally been pushed and that I was fine. She thanked me and canceled the alert request. She also told me that had I not answered their calls then Emergency Services would have immediately been notified and sent on their way by GPS location. All at once I was 1. Very happy and relieved that I would have had help coming if it had been a real life emergency, 2. Kind of in shock that the app actually worked and suddenly aware of the seriousness of the situation, and 3. Impressed and now determined to spread the word of how important this app is to have regardless of age, gender, location, or health status!! Every woman, man, child, parent, friend, relative, coworker, chronic illness patient, mental illness patient, etc no matter the age should have this on their phone. The app is free but you have options to subscribe for additional different services such as Apple Watch and Vehicle Impact Emergencies to name only two. I’m definitely going to make this app a permanent, easily accessible feature on my phone and am planning to add more features through subscription. If you don’t already have it please get it, if only for the free version. I’m a customer for life now!",2260,648136937a3b99eab486777e
26,Medical ID- ICE,"I bought a Gplay gift card just for this App. I've had a hell of a year (2020); a little Jewelry tag couldn't/would't cut it anymore. My problem is; if for any reason I turn off or restart my phone; the tag on my lockscreen completely disappears; the service accessibility won't stay permanently on. I have to remember to check and turn it back on. It might surprise the creator to know some folks end up turning off their phone way more than one might think; it's the go to suggestion for everything from problems accessing voice-mail to Data issues and likely more. I can't be protected if the 'click here; isn't even showing. Also there's the option to change the colours of the notifier but not the option to change the icon/identifier. If someone doesn't want text just the icon ( for instance if they DO have a bracelet or something that says ' CHECK PHONE' there's nothing immediately identifiable on the widget; even the installation page for the app store has an easily understandable icon; they knew to make it easy for us on the store; but not for the actual app?. One last thing; there's no bullet point way to list things for those of us with a lot of health issues that Emergency services NEED to know before treatment. The whole point of this app is that it's longer than a tag on jewellery And doesn't require EMT's or ER staff to risk scanning something into their personal phone or Hospital property. Also I didn't see a heading for contacts. I love that I can just put their name and a link to their number comes up. But. there's also no place to upload an advanced directive. The creator thought of putting in; Are you an Organ donor; but there's only yes or no; I guess like a US Driver's License? I kinda wish there was an 'Ask my family' option. It might seem like I have a lot of caveats; but I ended up in hospital this year; so I really had an opportunity to think about all this. Plus the paid version is $6 US. I guess I was expecting more; way more, Maybe even a current medication list for avoidance of cross reactions; that's as important as Allergies. There isn't even a; 'Check bag for epipen Or a checkbox for; Is an epipen on you? Everything else paid is $1 or $2.50. At $6 I really wanted more. (Ignore my phone's name)",2255,6480baeec6e2701eaccf7dc3
27,Medical ID- ICE,"I bought a Gplay gift card just for this App. I've had a hell of a year (2020); a little Jewelry tag couldn't/would't cut it anymore. My problem is; if for any reason I turn off or restart my phone; the tag on my lockscreen completely disappears; the service accessibility won't stay permanently on. I have to remember to check and turn it back on. It might surprise the creator to know some folks end up turning off their phone way more than one might think; it's the go to suggestion for everything from problems accessing voice-mail to Data issues and likely more. I can't be protected if the 'click here; isn't even showing. Also there's the option to change the colours of the notifier but not the option to change the icon/identifier. If someone doesn't want text just the icon ( for instance if they DO have a bracelet or something that says ' CHECK PHONE' there's nothing immediately identifiable on the widget; even the installation page for the app store has an easily understandable icon; they knew to make it easy for us on the store; but not for the actual app?. One last thing; there's no bullet point way to list things for those of us with a lot of health issues that Emergency services NEED to know before treatment. The whole point of this app is that it's longer than a tag on jewellery And doesn't require EMT's or ER staff to risk scanning something into their personal phone or Hospital property. Also I didn't see a heading for contacts. I love that I can just put their name and a link to their number comes up. But. there's also no place to upload an advanced directive. The creator thought of putting in; Are you an Organ donor; but there's only yes or no; I guess like a US Driver's License? I kinda wish there was an 'Ask my family' option. It might seem like I have a lot of caveats; but I ended up in hospital this year; so I really had an opportunity to think about all this. Plus the paid version is $6 US. I guess I was expecting more; way more, Maybe even a current medication list for avoidance of cross reactions; that's as important as Allergies. There isn't even a; 'Check bag for epipen Or a checkbox for; Is an epipen on you? Everything else paid is $1 or $2.50. At $6 I really wanted more. (Ignore my phone's name)",2255,648092fcaa5a4751a2700fd4
28,Medical ID- ICE,"I bought a Gplay gift card just for this App. I've had a hell of a year (2020); a little Jewelry tag couldn't/would't cut it anymore. My problem is; if for any reason I turn off or restart my phone; the tag on my lockscreen completely disappears; the service accessibility won't stay permanently on. I have to remember to check and turn it back on. It might surprise the creator to know some folks end up turning off their phone way more than one might think; it's the go to suggestion for everything from problems accessing voice-mail to Data issues and likely more. I can't be protected if the 'click here; isn't even showing. Also there's the option to change the colours of the notifier but not the option to change the icon/identifier. If someone doesn't want text just the icon ( for instance if they DO have a bracelet or something that says ' CHECK PHONE' there's nothing immediately identifiable on the widget; even the installation page for the app store has an easily understandable icon; they knew to make it easy for us on the store; but not for the actual app?. One last thing; there's no bullet point way to list things for those of us with a lot of health issues that Emergency services NEED to know before treatment. The whole point of this app is that it's longer than a tag on jewellery And doesn't require EMT's or ER staff to risk scanning something into their personal phone or Hospital property. Also I didn't see a heading for contacts. I love that I can just put their name and a link to their number comes up. But. there's also no place to upload an advanced directive. The creator thought of putting in; Are you an Organ donor; but there's only yes or no; I guess like a US Driver's License? I kinda wish there was an 'Ask my family' option. It might seem like I have a lot of caveats; but I ended up in hospital this year; so I really had an opportunity to think about all this. Plus the paid version is $6 US. I guess I was expecting more; way more, Maybe even a current medication list for avoidance of cross reactions; that's as important as Allergies. There isn't even a; 'Check bag for epipen Or a checkbox for; Is an epipen on you? Everything else paid is $1 or $2.50. At $6 I really wanted more. (Ignore my phone's name)",2255,6480bb8d1c470be8147c4439
29,Noonlight: Feel Protected 24/7,"So I’m 22 as a college senior. I wish this app was free cause currently, I have no profit to afford this app cause I’m desperately looking for a job and it’s difficult. I’m saving money for my monthly bills, college books, and food. There’s nothing I can do to afford paying this monthly subscription, I’m not going to starve myself to pay for this app and I don’t even spend money on unnecessary stuff. Now this app would be so useful for me cause as a female college student, there are times where I could be in an unsafe situation. One time I went to my college gym during the day and men were staring at me and I was feeling unsafe. Sometimes I stay late at my college campus to study with friends, I feel unsafe walking from the library to the parking garage outside in the dark. Another time was when there was a campus alert of a brown bear roaming on campus at 10pm when I was walking to my dorm, another time there was a gas station robbery and the criminals went to my college campus and even went to the parking garage where I park my car and then the campus alerted students that they could be hiding anywhere on campus, which I felt super unsafe with my heart beating fast almost having a panic attack. During the summer I am home but when I walk my corgi in the afternoon, people in my neighborhood hire all these lawn and house workers that look so super sketchy and look like they could just kidnap me to where I avoid them. Sometimes when I walk to my car from a public place, I get catcalls from dudes driving their trucks. THESE ARE ALL SITUATIONS WHERE I COULD USE A SAFETY APP TO MAKE ME FEEL SAFE BUT APPARENTLY THIS IS THE ONLY APP THAT OFFERS THAT EXCEPT IT ISNT FREE. Sorry for being offensive. Sure yeah there’s the safety feature on my iphone, but it isn’t immediate and it’s not like you can call off the police to say everything is okay now. In a couple months, I’m about to pick up my friend from the airport from the waiting area and I would prefer to have something to make me feel safe to where I can have peace of mind while waiting for my friend in the pickup area where there is a lot of people to where I could get snatched. Yeah sure nothing is free but financially-struggling college students exist too.",2242,648136937a3b99eab4867fe8
30,Noonlight: Feel Protected 24/7,"This app is the best. I would give it more stars if there were any. I am a Real Estate Agent here in California. I got this app after another agent and I had an altercation when a gentlemen strolled into our office. Lucky there was another agent to call the police. Agent's are always vulnerable while conducting open houses, and showings. I love the way I can use this app without anyone even noticing, as it looks like I'm just holding my phone. This app is so fast. You just put your thumb on the blue sheild. If for any reason your thumb disingadges, you have 10 secs to put your code in. While showing someone else how it works. I forgot my code. Next thing I knew there was a text asking if I was ok. Before I could respond, I received a call. Even though it was a false alarm, the customer agent was so relieved to know I was safe, instead of being angry for a false alarm. If I had not responded to the call, they would have called the police. This happened to me in Hawaii while attending a wedding. My phone got so low on battery, my screen went black. I thought it had shut down. But, I must have activated the shield while putting it away in my purse. Because, the next thing I knew, there were 7 police officers asking for me. It took a lot of convincing that I was fine. They were not pleased to say the least. I explained how it worked and told them how shocked i was that the app had worked at all, since I was from California. A whole ocean apart. Amazing!! Even more amazing was the follow up I got 2 days later on Monday from one of the co-founders of this app. Texting me to make sure I was fine. Even though it was a very embarrassing situation, I apologized for creating such a stir. He reassured me that this is what this app is all about. Your safety first. They would rather have a false alarm, than the unthinkable happen to anyone. He told me although it was created for college students, Agents like myself are finding it an essential tool, too. And that no matter where you are, they are only 10 seconds away. I believe everyone should have it on their phone, tablet, whatever electronics it can be downloaded onto. It's unobtrusive, but very effective. 2.99 is worth the peace mind.",2212,64809622991eb46aaf1114da
31,AccuWeather: Weather Alerts & Live Storm Radar,"Now 5-22-2018 , Once again , still same as before . Don't know why this App. doesn't give time of Moon Rise or Sunset Visual like the Other App. I have . Being A Full 🌒 Moon watcher and A Sunset Lover , It would be Nice to see this on Your App. Thank you for reading this, If You Really do Read them, yours truly, Carol Wilson in Key Largo FL 😇 . Now 2-26-2018 , IT used to be a good App . But lately it doesn't give as accurate as it did before or maybe I've Not look at it the way I have looked at my other Weather stations on My Phone . So take it for what it's worth, Feb. 26 , 2018 , thank you , Carol Wilson , in Key Largo FL 😇 .( just a bit over 1yr . ago ) / So far so good. Hopefully I won't have problems like I have had i in past with other apps re: weather ,etc.Thank you very much, Carol Wilson in Key Largo Fl. 1-29-2017 New Review , It has gotten better as time has gone by. Sometimes when I go to look at it, seems that I get the earlier weather ( not up to date ) . Would be Nice To Have on the correct Time instead of Old Time ( 2-3 hrs.old ) Otherwise , Good App. Thanks & keep up keeping up. . As of 8-22-2017 , It used to be O. K. , Now it's Only semi- o.k. Sorry, but it is what it is. The weather fluxuates from one second to the next .10-15-2017 Sunday , seems that whenever I look at the Air Quality, no matter what day it is, It's Always the Same . It Seems that Dust & Dander is the easiest to post because Everyone has Dust & Dander. All the rest of them they post are ALWAYS LOW. So that's what I have to say regarding My up-date For AccuWeather as of 10-15-2017 At 12:54 P. M. Key Largo FL / Today is Dec.10th.2018 , I've just re-installed AccuWeather , so I really have no response to how Good it's going to be. Just hoping it will give correct Air Quality , instead of you saying Everyday is Good , when I Know It Is Not. I Truly Hope You Stop doing this , because this is False information to those of us who have Allergies or any kind of Breathing Problems. I'm hoping Someone with AccuWeather , Really Read these comments. If they Don't , then All I've done is Waste My Time , and is a Precious thing to Waste. Thank you, from Carol A. Wilson in Key Largo, FL.33037",2200,64809b00b0217b8b85c05de6
32,Personal Safety,"Utterly arcane, counter-intuitive, obfuscatory, and apparently, possibly, either useful or useless - it is entirely unclear. Although this is allegedly an ""app"" and appears in the app store, it does not show up as an app anywhere but the Google Play store. The only way to ""open"" it is to go to the GPs (Goggle Play store - not to be confused with GPS, Global Positioning System) and click the ""open"" button.. What you get then is arcane, counter-intuitive, obfuscatory, and apparently, possibly, either useful or useless - it is unclear. If yo search the web for this app, you will find a Google instruction page that is arcane, counter-intuitive, obfuscatory, and apparently, possibly, either useful or useless - it is unclear. If you manage to follow the misleading instructions on that page, the results will be arcane, counter-intuitive, obfuscatory, and apparently, possibly, either useful or useless - it is unclear. I can only conclude that there is some sort of regulatory requirement pending, and this is Google's response, intended to fulfill the pending regulatory requirement while deliberately remaining arcane, counter-intuitive, obfuscatory, and apparently, possibly, either useful or useless - it is entirely unclear. I occasionally get notices telling me that this app has gotten my location, and if I didn't want that, I can turn off location services for the app. That may be a good idea, one can't tell, because it it is arcane, counter-intuitive, obfuscatory, and apparently, possibly, either useful or useless - it is entirely unclear. *** addendum - I finally found the icon, shown and alphabetized as ""Safety"" not ""Personal Safety."" (a favorite obscurity of Google's, who apparently presume that we will not actually install more than a very small number of apps on our phones). So I have raised my rating from one to two stars. Some of the negative statements could be reduced from ""entirely"" to ""mostly"". Please note that this app is not intended for use by people with cognitive limitations, such as elderly, children, those having even minor mental disabilities, those living in the time of corona virus, people even partially distracted, real-world humans, or others.",2197,6480931829b62ce154d75bcf
